date,stage_01080,stage_01120,stage_01145,stage_01160,stage_01220,stage_01280,stage_01300,stage_01390,stage_01400,stage_01440,stage_01480,stage_01515,stage_01545,stage_01670
2025-05-21,54.230000000000004,51.60541666666667,42.48083333333333,35.3375,23.58875,16.0525,12.01875,6.91125,5.152083333333333,3.2762499999999997,3.5141666666666667,-3748.59625,1.0519166666666666,-0.12125000000000008
2025-05-22,-783.9345833333333,51.21708333333333,42.0775,34.95375,23.199583333333333,15.782083333333334,11.840416666666666,6.852083333333333,5.097916666666666,3.2695833333333333,3.4854166666666666,1.6904166666666667,1.0344166666666668,-0.11458333333333326
2025-05-23,53.690000000000005,51.03,41.84,34.72,23.05,15.67,11.77,6.78,5.1,3.26,3.58,1.74,1.084,0.010000000000000009
2025-05-24,,,,,,,,,,,,,,
2025-05-25,,,,,,,,,,,,,,
2025-05-26,,,,,,,,,,,,,,
2025-05-27,,,,,,,,,,,,,,
2025-05-28,,,,,,,,,,,,,,
2025-05-29,,,,,,,,,,,,,,
2025-05-30,,,,,,,,,,,,,,
2025-05-31,,,,,,,,,,,,,,
2025-06-01,,,,,,,,,,,,,,
2025-06-02,,,,,,,,,,,,,,
2025-06-03,,,,,,,,,,,,,,
2025-06-04,,,,,,,,,,,,,,
2025-06-05,,,,,,,,,,,,,,
2025-06-06,,,,,,,,,,,,,,
2025-06-07,,,,,,,,,,,,,,
2025-06-08,,,,,,,,,,,,,,
2025-06-09,,,,,,,,,,,,,,
2025-06-10,,,,,,,,,,,,,,
2025-06-11,,,,,,,,,,,,,,
2025-06-12,,,,,,,,,,,,,,
2025-06-13,,,,,,,,,,,,,,
2025-06-14,,,,,,,,,,,,,,
2025-06-15,,,,,,,,,,,,,,
2025-06-16,,,,,,,,,,,,,,
2025-06-17,,,,,,,,,,,,,,
2025-06-18,,,,,,,,,,,,,,
2025-06-19,,,,,,,,,,,,,,
2025-06-20,,,,,,,,,,,,,,
2025-06-21,,,,,,,,,,,,,,
2025-06-22,,,,,,,,,,,,,,
2025-06-23,,,,,,,,,,,,,,
2025-06-24,,,,,,,,,,,,,,
2025-06-25,,,,,,,,,,,,,,
2025-06-26,,,,,,,,,,,,,,
2025-06-27,,,,,,,,,,,,,,
2025-06-28,,,,,,,,,,,,,,
2025-06-29,,,,,,,,,,,,,,
2025-06-30,,,,,,,,,,,,,,
2025-07-01,,,,,,,,,,,,,,
2025-07-02,,,,,,,,,,,,,,
2025-07-03,,,,,,,,,,,,,,
2025-07-04,,,,,,,,,,,,,,
2025-07-05,,,,,,,,,,,,,,
2025-07-06,,,,,,,,,,,,,,
2025-07-07,,,,,,,,,,,,,,
2025-07-08,,,,,,,,,,,,,,
2025-07-09,,,,,,,,,,,,,,
2025-07-10,,,,,,,,,,,,,,
2025-07-11,,,,,,,,,,,,,,
2025-07-12,,,,,,,,,,,,,,
2025-07-13,,,,,,,,,,,,,,
2025-07-14,,,,,,,,,,,,,,
2025-07-15,,,,,,,,,,,,,,
2025-07-16,,,,,,,,,,,,,,
2025-07-17,,,,,,,,,,,,,,
2025-07-18,,,,,,,,,,,,,,
2025-07-19,,,,,,,,,,,,,,
2025-07-20,,,,,,,,,,,,,,
2025-07-21,,,,,,,,,,,,,,
2025-07-22,37.645833333333336,35.220416666666665,25.914583333333336,20.197916666666668,11.21875,7.510833333333334,5.211250000000001,3.140833333333333,2.314583333333333,1.575416666666667,2.66625,1.0733333333333335,0.8915,0.04166666666666674
2025-07-23,37.307500000000005,34.858333333333334,25.44333333333333,19.665416666666665,10.71375,7.170833333333333,4.945416666666667,2.9929166666666664,2.2008333333333336,1.5245833333333336,2.7649999999999997,1.1166666666666667,0.94025,0.09833333333333338
2025-07-24,36.85541666666667,34.37375,25.032916666666665,19.2725,10.4625,7.0808333333333335,4.967916666666667,3.0795833333333333,2.2870833333333334,1.6254166666666663,2.835416666666667,1.2358333333333333,1.0548333333333333,0.19833333333333347
2025-07-25,36.76083333333334,34.24666666666666,24.85875,19.094166666666666,10.35375,7.035416666666667,4.972916666666666,3.1141666666666663,2.350416666666667,1.6687499999999997,2.8987499999999997,1.3391666666666666,1.1298333333333335,0.37375
2025-07-26,37.169583333333335,34.532916666666665,24.974166666666665,19.17875,10.344166666666666,6.963333333333333,4.88375,3.0004166666666667,2.197916666666667,1.5041666666666669,2.6829166666666664,1.1383333333333334,0.9648333333333332,0.15166666666666684
2025-07-27,37.719166666666666,35.032916666666665,25.452916666666667,19.52125,10.525833333333333,7.029583333333333,4.91375,2.9779166666666668,2.1683333333333334,1.4783333333333335,2.6345833333333335,1.0775,0.8910833333333332,0.10583333333333345
2025-07-28,37.534166666666664,34.84791666666667,25.472916666666666,19.65375,10.7125,7.1450000000000005,4.958333333333333,2.9608333333333334,2.1454166666666667,1.3962499999999998,2.5549999999999997,0.9991666666666666,0.8514999999999999,0.06166666666666676
2025-07-29,37.844166666666666,35.10333333333333,25.607916666666668,19.68375,10.683750000000002,7.137083333333334,4.930000000000001,2.935416666666667,2.100416666666667,1.3533333333333335,2.4904166666666665,0.9595833333333333,0.8619166666666667,0.021666666666666723
2025-07-30,38.40083333333334,35.492916666666666,25.971666666666668,20.031666666666666,10.919583333333334,7.284583333333334,5.078333333333333,3.0504166666666666,2.212083333333333,1.481666666666667,2.6158333333333337,1.0687499999999999,0.9731666666666667,0.1745833333333333
2025-07-31,37.86750000000001,35.25666666666667,26.011666666666667,20.171666666666667,11.123333333333333,7.433333333333334,5.178750000000001,3.0849999999999995,2.2383333333333333,1.4575,2.5854166666666667,1.0495833333333333,0.9144166666666667,0.06000000000000005
2025-08-01,37.432500000000005,34.946666666666665,25.68541666666667,19.90375,10.902916666666668,7.234583333333334,5.022500000000001,2.9258333333333333,2.099166666666667,1.32125,2.4629166666666666,0.9116666666666666,0.78775,-0.17833333333333345
2025-08-02,36.806250000000006,34.37833333333333,25.209166666666665,19.4775,10.54875,7.017916666666666,4.83375,2.827916666666667,2.017083333333334,1.262916666666667,2.3920833333333333,0.8595833333333333,0.7319166666666667,-0.13041666666666663
2025-08-03,36.14875,33.71541666666666,24.585416666666664,18.897916666666667,10.164583333333333,6.803333333333334,4.695833333333334,2.8183333333333334,2.017083333333334,1.3241666666666667,2.496666666666667,0.9329166666666667,0.8044166666666668,-0.09833333333333338
2025-08-04,35.655,33.18416666666666,23.969583333333333,18.295833333333334,9.765833333333333,6.605416666666668,4.63625,2.8508333333333336,2.095416666666667,1.4320833333333334,2.59375,1.0245833333333334,0.9490000000000001,0.07166666666666655
2025-08-05,35.567083333333336,33.029583333333335,23.72875,18.042083333333334,9.537083333333333,6.479583333333333,4.5649999999999995,2.8495833333333334,2.0854166666666667,1.42375,2.6366666666666667,1.0533333333333335,0.9515,0.043749999999999956
2025-08-06,35.58625,32.98458333333333,23.585416666666664,17.85833333333333,9.343333333333334,6.282500000000001,4.3475,2.6358333333333333,1.89875,1.2458333333333331,2.4924999999999997,0.9020833333333332,0.7998333333333334,-0.03833333333333333
2025-08-07,35.687083333333334,33.09208333333333,23.701666666666668,17.93,9.310833333333333,6.223750000000001,4.3,2.57875,1.8399999999999999,1.2037499999999999,2.4266666666666667,0.8545833333333334,0.7285833333333334,-0.12375000000000003
2025-08-08,35.41375,32.871249999999996,23.58375,17.910416666666666,9.39875,6.385,4.51125,2.848333333333333,2.1012500000000003,1.4708333333333332,2.7125000000000004,1.185,1.02275,0.13875000000000015
2025-08-09,35.00666666666667,32.50666666666667,23.300833333333333,17.69,9.47125,6.587916666666667,4.7629166666666665,3.1508333333333334,2.4075,1.8120833333333333,2.9937500000000004,1.45625,1.2585833333333334,0.4075
2025-08-10,34.622083333333336,32.125,23.008750000000003,17.49125,9.407083333333334,6.624583333333333,4.869166666666667,3.267916666666667,2.535,1.940833333333333,3.229166666666667,1.6233333333333333,1.4335833333333334,0.6029166666666668
2025-08-11,34.10166666666667,31.65916666666667,22.605416666666667,17.150000000000002,9.259583333333333,6.557916666666666,4.81,3.2312499999999997,2.4770833333333337,1.86625,3.08125,1.5566666666666666,1.3931666666666669,0.6295833333333334
2025-08-12,33.41708333333334,30.9825,22.022499999999997,16.66541666666667,8.855416666666667,6.242916666666667,4.534583333333334,2.9779166666666668,2.246666666666667,1.6425,2.951666666666667,1.4433333333333334,1.2877500000000002,0.6162500000000002
2025-08-13,32.749583333333334,30.317916666666665,21.3475,16.037916666666668,8.374166666666667,5.885833333333333,4.25625,2.768333333333333,2.06375,1.5404166666666668,2.88,1.3,1.1944166666666667,0.4425000000000001
2025-08-14,32.389583333333334,29.885416666666668,20.868333333333336,15.508333333333333,7.901249999999999,5.484166666666668,3.9070833333333335,2.4995833333333333,1.815,1.2887499999999998,2.6254166666666663,1.105,0.99525,0.27833333333333354
2025-08-15,31.961250000000003,29.433333333333334,20.465416666666666,15.152916666666668,7.665416666666667,5.32625,3.7783333333333333,2.4058333333333333,1.73625,1.2125,2.5304166666666665,1.01375,0.9344166666666667,0.12500000000000022
2025-08-16,31.486249999999995,28.962083333333336,20.07166666666667,14.792916666666665,7.35375,5.100833333333333,3.560833333333333,2.250833333333333,1.5899999999999999,1.1225,2.465,0.91125,0.8244166666666668,0.018750000000000044
2025-08-17,30.8575,28.304999999999996,19.481666666666666,14.238750000000001,7.057083333333333,4.9591666666666665,3.496666666666667,2.2729166666666667,1.6525,1.19625,2.600416666666667,1.0508333333333333,0.94275,0.2004166666666667
2025-08-18,30.307499999999997,27.825,19.00583333333333,13.840416666666668,6.850416666666668,4.8950000000000005,3.4825,2.3475,1.7429166666666664,1.2974999999999999,2.6954166666666666,1.17875,1.0756666666666665,0.2849999999999999
2025-08-19,29.420416666666668,26.890833333333333,18.32375,13.322083333333333,6.6137500000000005,4.777916666666667,3.41125,2.32,1.7033333333333334,1.3199999999999998,2.699583333333333,1.1808333333333334,1.0656666666666668,0.2550000000000001
2025-08-20,29.01625,26.425416666666667,17.6825,12.727083333333333,6.265000000000001,4.615,3.345833333333333,2.3629166666666666,1.7804166666666665,1.4058333333333333,2.8395833333333336,1.3383333333333332,1.2219166666666665,0.4737500000000001
2025-08-21,28.93,26.349999999999998,17.61,12.48,6.16,4.17,2.74,1.62,1.05,0.6900000000000001,2.38,0.76,0.734,0.27
2025-08-22,,,,,,,,,,,,,,
2025-08-23,,,,,,,,,,,,,,
2025-08-24,,,,,,,,,,,,,,
2025-08-25,,,,,,,,,,,,,,
2025-08-26,,,,,,,,,,,,,,
2025-08-27,,,,,,,,,,,,,,
2025-08-28,,,,,,,,,,,,,,
2025-08-29,,,,,,,,,,,,,,
2025-08-30,,,,,,,,,,,,,,
2025-08-31,,,,,,,,,,,,,,
2025-09-01,,,,,,,,,,,,,,
2025-09-02,,,,,,,,,,,,,,
2025-09-03,,,,,,,,,,,,,,
2025-09-04,,,,,,,,,,,,,,
2025-09-05,,,,,,,,,,,,,,
2025-09-06,,,,,,,,,,,,,,
2025-09-07,,,,,,,,,,,,,,
2025-09-08,,,,,,,,,,,,,,
2025-09-09,,,,,,,,,,,,,,
2025-09-10,,,,,,,,,,,,,,
2025-09-11,,,,,,,,,,,,,,
2025-09-12,,,,,,,,,,,,,,
2025-09-13,,,,,,,,,,,,,,
2025-09-14,,,,,,,,,,,,,,
2025-09-15,,,,,,,,,,,,,,
2025-09-16,,,,,,,,,,,,,,
2025-09-17,,,,,,,,,,,,,,
2025-09-18,,,,,,,,,,,,,,
2025-09-19,,,,,,,,,,,,,,
2025-09-20,,,,,,,,,,,,,,
2025-09-21,,,,,,,,,,,,,,
2025-09-22,,,,,,,,,,,,,,
2025-09-23,,,,,,,,,,,,,,
2025-09-24,,,,,,,,,,,,,,
2025-09-25,,,,,,,,,,,,,,
2025-09-26,,,,,,,,,,,,,,
2025-09-27,,,,,,,,,,,,,,
2025-09-28,,,,,,,,,,,,,,
2025-09-29,,,,,,,,,,,,,,
2025-09-30,,,,,,,,,,,,,,
2025-10-01,,,,,,,,,,,,,,
2025-10-02,,,,,,,,,,,,,,
2025-10-03,,,,,,,,,,,,,,
2025-10-04,,,,,,,,,,,,,,
2025-10-05,,,,,,,,,,,,,,
2025-10-06,,,,,,,,,,,,,,
2025-10-07,,,,,,,,,,,,,,
2025-10-08,,,,,,,,,,,,,,
2025-10-09,,,,,,,,,,,,,,
2025-10-10,,,,,,,,,,,,,,
2025-10-11,,,,,,,,,,,,,,
2025-10-12,,,,,,,,,,,,,,
2025-10-13,,,,,,,,,,,,,,
2025-10-14,,,,,,,,,,,,,,
2025-10-15,,,,,,,,,,,,,,
2025-10-16,,,,,,,,,,,,,,
2025-10-17,,,,,,,,,,,,,,
2025-10-18,,,,,,,,,,,,,,
2025-10-19,,,,,,,,,,,,,,
2025-10-20,18.692916666666665,16.125416666666666,9.44125,6.650833333333334,3.1141666666666667,2.9579166666666667,2.336666666666667,2.085,1.6816666666666666,1.51375,2.9037499999999996,1.5258333333333332,1.3881666666666665,0.6929166666666666
2025-10-21,18.49583333333333,15.897083333333331,9.219166666666666,6.43875,2.727916666666667,2.5199999999999996,1.88,1.5979166666666667,1.2258333333333333,1.0837499999999998,2.6624999999999996,1.14375,1.039,0.4970833333333331
2025-10-22,18.31083333333333,15.755833333333332,9.032083333333334,6.24875,2.621666666666666,2.50375,1.8608333333333333,1.6179166666666667,1.25,1.1070833333333332,2.600833333333333,1.0725,0.9510833333333333,0.26375000000000015
2025-10-23,17.81458333333333,15.3525,8.833333333333334,6.135833333333333,2.5808333333333335,2.42375,1.8112500000000002,1.5383333333333333,1.1570833333333332,0.9987499999999999,2.5300000000000002,1.0241666666666667,0.9298333333333333,0.29166666666666674
2025-10-24,17.269999999999996,14.815833333333332,8.367916666666668,5.79375,2.366666666666667,2.251666666666667,1.65625,1.4204166666666669,1.0499999999999998,0.9066666666666666,2.4591666666666665,0.9420833333333333,0.8265,0.15333333333333354
2025-10-25,17.07875,14.619583333333333,8.267083333333334,5.867916666666667,2.63875,2.5287500000000005,1.9779166666666668,1.7433333333333334,1.3516666666666666,1.2095833333333332,2.7279166666666663,1.2295833333333333,1.07525,0.4075
2025-10-26,17.861666666666665,15.105833333333333,8.528333333333334,6.094166666666666,2.8254166666666665,2.724166666666667,2.1416666666666666,1.8995833333333334,1.5070833333333333,1.3466666666666667,2.9729166666666664,1.3716666666666668,1.2481666666666666,0.5870833333333334
2025-10-27,19.104166666666664,16.574166666666667,9.454583333333334,6.56125,2.8933333333333335,2.7370833333333326,2.0974999999999997,1.8245833333333332,1.4508333333333332,1.30375,2.897916666666667,1.3795833333333334,1.24525,0.58125
2025-10-28,18.907916666666665,16.388749999999998,9.70125,6.835,3.121666666666667,2.900833333333333,2.2345833333333336,1.9316666666666666,1.5329166666666665,1.4337499999999999,2.904583333333333,1.4041666666666668,1.2877500000000002,0.6291666666666667
2025-10-29,19.4075,16.69,9.431666666666667,6.624583333333334,2.8045833333333334,2.505416666666667,1.8133333333333335,1.4683333333333335,1.085,0.9374999999999999,2.6466666666666665,1.1195833333333334,1.00525,0.3641666666666665
2025-10-30,19.582916666666666,16.949583333333333,9.53,6.345833333333334,2.375,2.074583333333333,1.393333333333333,1.1058333333333332,0.7458333333333333,0.5841666666666666,2.2079166666666667,0.6758333333333333,0.5652499999999999,-0.039583333333333304
2025-10-31,18.475416666666664,15.948333333333334,9.238333333333333,6.197916666666667,2.3933333333333335,2.1775,1.4979166666666668,1.1937499999999999,0.8195833333333333,0.6470833333333333,2.182916666666667,0.6045833333333334,0.5248333333333334,-0.0954166666666667
2025-11-01,18.272916666666667,15.595416666666665,8.639999999999999,5.744166666666666,2.12125,2.0374999999999996,1.44,1.2275,0.8720833333333333,0.6983333333333334,2.26375,0.7304166666666667,0.6164999999999999,0.015416666666666634
2025-11-02,19.0125,16.325,9.023333333333333,6.084166666666667,2.373333333333333,2.255416666666667,1.6366666666666667,1.4175000000000002,1.0458333333333334,0.9104166666666668,2.3720833333333333,0.9079166666666666,0.8006666666666666,0.1741666666666668
2025-11-03,19.329166666666666,16.640416666666667,9.489583333333334,6.329166666666667,2.4866666666666664,2.2925000000000004,1.6395833333333334,1.3675,1.0,0.8491666666666667,2.355833333333333,0.8695833333333334,0.75525,0.11083333333333334
2025-11-04,19.592916666666667,16.871666666666666,9.6775,6.416250000000001,2.4158333333333335,2.1574999999999998,1.4966666666666666,1.2091666666666667,0.82375,0.6762499999999999,2.2816666666666667,0.73,0.6406666666666667,0.06499999999999995
2025-11-05,19.84875,17.107499999999998,9.864166666666668,6.550833333333333,2.5041666666666664,2.229166666666666,1.544166666666667,1.23625,0.8533333333333333,0.6816666666666665,2.2991666666666664,0.7308333333333333,0.6394166666666666,0.06000000000000005
2025-11-06,20.16208333333333,17.477083333333333,10.158333333333333,6.771249999999999,2.6412499999999994,2.295416666666666,1.5995833333333334,1.2520833333333334,0.8612499999999998,0.66125,2.2375000000000003,0.7212500000000001,0.6285833333333333,-0.020416666666666528
2025-11-07,20.357083333333332,17.689166666666665,10.45125,7.092083333333334,2.961666666666667,2.5525,1.8504166666666668,1.4708333333333332,1.0554166666666664,0.8791666666666668,2.40625,0.8525,0.7844166666666668,0.12208333333333354
2025-11-08,20.415,17.743333333333332,10.559583333333334,7.225416666666667,2.985833333333334,2.5687499999999996,1.8404166666666666,1.4466666666666665,1.0358333333333332,0.8404166666666667,2.4425,0.8525,0.7535833333333333,0.07999999999999985
2025-11-09,20.3675,17.726249999999997,10.46625,7.171250000000001,2.9283333333333337,2.475416666666667,1.7079166666666667,1.3133333333333332,0.8945833333333333,0.7041666666666667,2.1995833333333334,0.685,0.5852499999999999,-0.15416666666666656
2025-11-10,20.107916666666664,17.505416666666665,10.22875,6.926666666666667,2.6570833333333335,2.1925,1.4133333333333336,0.99625,0.5625,0.3833333333333333,1.9645833333333336,0.43291666666666667,0.35816666666666663,-0.3616666666666667
2025-11-11,19.705,17.112916666666667,9.939583333333333,6.470833333333334,2.1587499999999995,1.695833333333333,0.9749999999999999,0.545,0.13041666666666668,-0.04208333333333336,1.6183333333333334,-0.018333333333333323,0.0002500000000000002,-0.7029166666666666
2025-11-12,19.216666666666665,16.588333333333335,9.469166666666666,6.077916666666667,1.9062500000000002,1.5441666666666667,0.85625,0.51625,0.12041666666666667,-0.028749999999999998,1.5416666666666667,-0.05041666666666667,-0.08183333333333334,-0.7833333333333332
2025-11-13,18.680416666666666,16.075416666666666,9.0675,5.848333333333333,1.8433333333333335,1.5887499999999999,0.9375,0.6725,0.3070833333333334,0.14874999999999994,1.6525,0.14125000000000001,0.02316666666666667,-0.5612499999999999
2025-11-14,18.05833333333333,15.484583333333333,8.625416666666666,5.64375,1.8270833333333336,1.6491666666666667,1.0391666666666666,0.7975,0.42208333333333337,0.26,1.7625,0.2604166666666667,0.1398333333333333,-0.4395833333333333
2025-11-15,17.745416666666664,15.114999999999998,8.352083333333333,5.485,1.8037500000000002,1.690416666666667,1.08875,0.8633333333333333,0.5225,0.3500000000000001,1.9020833333333336,0.3954166666666667,0.26316666666666666,-0.33999999999999997
2025-11-16,17.445416666666667,14.851666666666667,8.212916666666667,5.504166666666666,1.9200000000000002,1.8275,1.2695833333333333,1.06625,0.7075,0.53125,2.1683333333333334,0.5575,0.4331666666666667,-0.08458333333333323
2025-11-17,-2069.6483333333335,14.57625,8.055833333333334,5.404166666666666,1.9354166666666666,1.8770833333333334,1.3004166666666666,1.1199999999999999,-1249.2283333333332,-832.7466666666667,2.1954166666666666,-1249.3258333333333,0.46066666666666667,-0.08916666666666662
2025-11-18,17.5625,14.898333333333333,8.137083333333333,5.451666666666667,1.9737500000000001,1.8904166666666666,1.3087500000000003,1.0987500000000001,0.72,0.5266666666666666,2.089166666666667,0.54,0.42733333333333334,-0.12958333333333338
2025-11-19,17.799999999999997,15.129999999999999,8.19,5.62,2.34,2.4400000000000004,1.8900000000000001,1.73,1.3199999999999998,1.0499999999999998,2.42,0.87,0.584,-0.06000000000000005
2025-11-20,,,,,,,,,,,,,,
2025-11-21,,,,,,,,,,,,,,
2025-11-22,,,,,,,,,,,,,,
2025-11-23,,,,,,,,,,,,,,
2025-11-24,,,,,,,,,,,,,,
2025-11-25,,,,,,,,,,,,,,
2025-11-26,,,,,,,,,,,,,,
2025-11-27,,,,,,,,,,,,,,
2025-11-28,,,,,,,,,,,,,,
2025-11-29,,,,,,,,,,,,,,
2025-11-30,,,,,,,,,,,,,,
2025-12-01,,,,,,,,,,,,,,
2025-12-02,,,,,,,,,,,,,,
2025-12-03,,,,,,,,,,,,,,
2025-12-04,,,,,,,,,,,,,,
2025-12-05,,,,,,,,,,,,,,
2025-12-06,,,,,,,,,,,,,,
2025-12-07,,,,,,,,,,,,,,
2025-12-08,,,,,,,,,,,,,,
2025-12-09,,,,,,,,,,,,,,
2025-12-10,,,,,,,,,,,,,,
2025-12-11,,,,,,,,,,,,,,
2025-12-12,,,,,,,,,,,,,,
2025-12-13,,,,,,,,,,,,,,
2025-12-14,,,,,,,,,,,,,,
2025-12-15,,,,,,,,,,,,,,
2025-12-16,,,,,,,,,,,,,,
2025-12-17,,,,,,,,,,,,,,
2025-12-18,,,,,,,,,,,,,,
2025-12-19,,,,,,,,,,,,,,
2025-12-20,,,,,,,,,,,,,,
2025-12-21,,,,,,,,,,,,,,
2025-12-22,,,,,,,,,,,,,,
2025-12-23,,,,,,,,,,,,,,
