date,discharge,source_gage,stage,stage_source
1919-09-24,81900,"Mississippi River at St. Louis, MO",NaN,NaN
1919-09-25,80200,"Mississippi River at St. Louis, MO",NaN,NaN
1919-09-26,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1919-09-27,98100,"Mississippi River at St. Louis, MO",NaN,NaN
1919-09-28,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-09-29,118000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-09-30,116000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-01,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-02,125000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-03,112000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-04,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-05,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-06,113000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-07,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-08,128000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-09,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-10,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-11,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-12,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-13,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-14,127000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-15,119000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-16,112000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-17,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-18,105000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-19,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-20,96300,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-21,94500,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-22,92700,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-23,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-24,89100,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-25,88200,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-26,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-27,99000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-28,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-29,300000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-30,343000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-10-31,328000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-01,330000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-02,328000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-03,288000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-04,258000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-05,239000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-06,212000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-07,193000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-08,170000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-09,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-10,143000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-11,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-12,186000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-13,189000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-14,196000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-15,206000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-16,222000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-17,225000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-18,220000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-19,206000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-20,190000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-21,175000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-22,161000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-23,151000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-24,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-25,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-26,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-27,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-28,137000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-29,136000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-11-30,149000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-01,177000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-02,175000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-03,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-04,144000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-05,122000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-06,109000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-07,100000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-08,96300,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-09,92700,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-10,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-11,65000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-12,61500,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-13,66600,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-14,63600,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-15,65000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-16,61500,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-17,62200,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-18,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-19,65800,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-20,68200,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-21,70600,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-22,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-23,73800,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-24,74600,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-25,73800,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-26,74600,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-27,77800,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-28,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-29,81000,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-30,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1919-12-31,84600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-01,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-02,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-03,81000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-04,73000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-05,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-06,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-07,73000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-08,76200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-09,74600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-10,73000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-11,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-12,76200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-13,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-14,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-15,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-16,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-17,80200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-18,80200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-19,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-20,85500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-21,83700,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-22,81000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-23,84600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-24,84600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-25,81000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-26,81000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-27,80200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-28,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-29,80200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-30,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-01-31,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-01,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-02,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-03,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-04,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-05,84600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-06,85500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-07,95400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-08,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-09,88200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-10,89100,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-11,89100,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-12,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-13,96300,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-14,95400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-15,95400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-16,94500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-17,92700,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-18,88200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-19,88200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-20,90000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-21,94500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-22,102000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-23,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-24,103000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-25,103000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-26,97200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-27,93600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-28,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-02-29,90000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-01,88200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-02,85500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-03,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-04,81900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-05,86400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-06,87300,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-07,85500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-08,81900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-09,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-10,81900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-11,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-12,97200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-13,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-14,233000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-15,272000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-16,268000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-17,252000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-18,248000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-19,268000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-20,294000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-21,304000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-22,313000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-23,306000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-24,292000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-25,276000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-26,296000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-27,346000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-28,444000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-29,508000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-30,536000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-03-31,540000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-01,529000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-02,505000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-03,472000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-04,456000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-05,472000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-06,469000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-07,472000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-08,482000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-09,505000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-10,532000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-11,529000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-12,508000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-13,502000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-14,502000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-15,508000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-16,511000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-17,498000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-18,488000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-19,485000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-20,505000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-21,511000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-22,518000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-23,550000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-24,554000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-25,547000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-26,536000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-27,522000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-28,508000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-29,485000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-04-30,479000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-01,479000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-02,495000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-03,479000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-04,495000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-05,505000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-06,502000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-07,472000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-08,432000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-09,395000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-10,366000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-11,348000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-12,341000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-13,362000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-14,410000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-15,423000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-16,423000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-17,466000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-18,508000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-19,518000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-20,525000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-21,547000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-22,554000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-23,547000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-24,522000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-25,505000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-26,485000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-27,459000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-28,438000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-29,413000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-30,395000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-05-31,380000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-01,371000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-02,368000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-03,373000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-04,378000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-05,371000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-06,362000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-07,352000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-08,348000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-09,337000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-10,328000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-11,328000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-12,326000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-13,300000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-14,288000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-15,294000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-16,286000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-17,260000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-18,237000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-19,218000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-20,215000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-21,212000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-22,215000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-23,222000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-24,246000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-25,248000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-26,246000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-27,256000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-28,262000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-29,268000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-06-30,290000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-01,315000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-02,337000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-03,362000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-04,368000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-05,368000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-06,359000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-07,341000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-08,337000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-09,343000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-10,343000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-11,335000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-12,321000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-13,310000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-14,304000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-15,296000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-16,310000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-17,332000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-18,350000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-19,341000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-20,328000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-21,315000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-22,300000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-23,284000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-24,272000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-25,256000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-26,237000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-27,225000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-28,217000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-29,214000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-30,208000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-07-31,200000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-01,193000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-02,187000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-03,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-04,175000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-05,170000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-06,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-07,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-08,157000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-09,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-10,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-11,144000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-12,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-13,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-14,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-15,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-16,137000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-17,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-18,127000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-19,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-20,120000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-21,120000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-22,125000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-23,143000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-24,137000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-25,128000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-26,125000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-27,125000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-28,131000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-29,132000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-30,126000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-08-31,125000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-01,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-02,137000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-03,132000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-04,127000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-05,131000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-06,127000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-07,121000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-08,117000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-09,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-10,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-11,121000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-12,127000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-13,148000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-14,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-15,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-16,173000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-17,212000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-18,215000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-19,193000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-20,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-21,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-22,125000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-23,116000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-24,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-25,103000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-26,98100,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-27,93600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-28,92700,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-29,99000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-09-30,122000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-01,137000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-02,126000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-03,111000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-04,98100,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-05,90900,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-06,85500,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-07,82800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-08,80200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-09,79400,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-10,78600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-11,77800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-12,76200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-13,74600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-14,73000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-15,73000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-16,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-17,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-18,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-19,72200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-20,73000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-21,73800,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-22,76200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-23,76200,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-24,78600,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-25,81000,"Mississippi River at St. Louis, MO",NaN,NaN
1920-10-26,85500,"Mississippi River at St. Louis, MO",NaN,NaN
