date,discharge,source_gage,stage,stage_source
1900-01-01,33400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-02,25800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-03,28000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-04,34000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-05,40600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-06,47800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-07,49100,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-08,54400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-09,55100,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-10,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-11,62400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-12,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-13,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-14,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-15,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-16,58600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-17,58600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-18,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-19,70700,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-20,97000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-21,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-22,96000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-23,88000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-24,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-25,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-26,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-27,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-28,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-29,76100,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-30,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1900-01-31,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-01,50400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-02,45800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-03,41300,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-04,39400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-05,40600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-06,43900,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-07,48400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-08,61600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-09,86000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-10,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-11,100000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-12,95000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-13,96000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-14,89000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-15,88000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-16,87000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-17,89000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-18,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-19,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-20,79700,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-21,87000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-22,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-23,112000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-24,123000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-25,118000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-26,107000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-27,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-02-28,94000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-01,92000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-02,90000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-03,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-04,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-05,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-06,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-07,200000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-08,238000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-09,242000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-10,257000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-11,298000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-12,307000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-13,339000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-14,356000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-15,364000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-16,366000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-17,356000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-18,341000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-19,318000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-20,289000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-21,267000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-22,252000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-23,242000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-24,231000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-25,221000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-26,214000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-27,208000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-28,199000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-29,192000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-30,186000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-03-31,176000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-01,175000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-02,184000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-03,186000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-04,184000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-05,188000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-06,198000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-07,208000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-08,222000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-09,222000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-10,214000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-11,210000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-12,211000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-13,221000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-14,250000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-15,257000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-16,244000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-17,225000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-18,213000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-19,202000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-20,202000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-21,211000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-22,216000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-23,217000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-24,224000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-25,229000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-26,236000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-27,236000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-28,229000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-29,222000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-04-30,216000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-01,206000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-02,204000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-03,206000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-04,208000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-05,205000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-06,208000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-07,211000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-08,217000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-09,217000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-10,213000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-11,210000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-12,199000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-13,213000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-14,221000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-15,210000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-16,198000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-17,181000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-18,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-19,186000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-20,184000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-21,184000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-22,182000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-23,182000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-24,182000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-25,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-26,172000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-27,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-28,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-29,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-30,174000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-05-31,172000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-01,168000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-02,168000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-03,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-04,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-05,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-06,151000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-07,147000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-08,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-09,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-10,141000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-11,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-12,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-13,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-14,153000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-15,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-16,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-17,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-18,146000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-19,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-20,142000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-21,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-22,168000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-23,187000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-24,192000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-25,190000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-26,187000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-27,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-28,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-29,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-06-30,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-01,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-02,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-03,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-04,146000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-05,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-06,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-07,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-08,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-09,136000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-10,135000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-11,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-12,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-13,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-14,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-15,126000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-16,126000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-17,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-18,123000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-19,123000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-20,120000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-21,118000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-22,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-23,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-24,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-25,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-26,168000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-27,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-28,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-29,156000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-30,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-07-31,148000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-01,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-02,139000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-03,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-04,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-05,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-06,118000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-07,111000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-08,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-09,102000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-10,98000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-11,94000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-12,89000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-13,86000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-14,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-15,81500,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-16,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-17,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-18,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-19,91000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-20,107000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-21,116000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-22,121000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-23,121000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-24,120000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-25,118000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-26,117000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-27,116000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-28,116000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-29,115000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-30,115000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-08-31,124000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-01,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-02,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-03,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-04,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-05,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-06,132000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-07,128000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-08,120000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-09,112000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-10,109000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-11,105000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-12,100000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-13,97000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-14,94000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-15,93000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-16,92000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-17,89000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-18,88000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-19,87000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-20,88000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-21,90000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-22,97000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-23,101000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-24,103000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-25,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-26,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-27,106000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-28,110000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-29,121000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-09-30,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-01,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-02,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-03,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-04,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-05,172000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-06,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-07,159000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-08,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-09,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-10,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-11,156000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-12,146000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-13,139000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-14,134000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-15,132000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-16,130000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-17,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-18,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-19,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-20,133000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-21,135000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-22,140000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-23,148000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-24,153000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-25,156000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-26,159000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-27,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-28,159000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-29,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-30,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-10-31,165000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-01,166000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-02,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-03,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-04,151000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-05,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-06,159000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-07,174000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-08,180000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-09,176000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-10,169000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-11,163000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-12,162000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-13,160000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-14,158000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-15,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-16,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-17,148000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-18,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-19,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-20,151000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-21,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-22,155000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-23,153000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-24,153000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-25,153000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-26,152000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-27,150000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-28,147000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-29,145000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-11-30,138000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-01,129000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-02,122000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-03,116000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-04,112000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-05,108000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-06,104000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-07,102000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-08,100000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-09,98000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-10,96000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-11,95000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-12,94000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-13,91000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-14,88000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-15,86000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-16,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-17,80600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-18,77900,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-19,75200,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-20,73400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-21,71600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-22,68900,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-23,68000,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-24,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-25,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-26,65600,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-27,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-28,66400,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-29,64800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-30,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1900-12-31,60800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-01,60000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-02,57900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-03,55800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-04,53000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-05,49800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-06,46500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-07,45200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-08,46500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-09,49100,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-10,55100,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-11,59300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-12,73400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-13,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-14,80600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-15,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-16,82400,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-17,81500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-18,84200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-19,83300,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-20,80600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-21,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-22,77900,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-23,79700,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-24,80600,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-25,78800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-26,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-27,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-28,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-29,76100,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-30,77000,"Mississippi River at St. Louis, MO",NaN,NaN
1901-01-31,75200,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-01,72500,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-02,69800,"Mississippi River at St. Louis, MO",NaN,NaN
1901-02-03,68900,"Mississippi River at St. Louis, MO",NaN,NaN
