DateTime,Value
2023-04-22T23:00:00,46.670
2023-04-23T00:00:00,46.600
2023-04-23T01:00:00,46.550
2023-04-23T02:00:00,46.530
2023-04-23T03:00:00,46.470
2023-04-23T04:00:00,46.410
2023-04-23T05:00:00,46.370
2023-04-23T06:00:00,46.310
2023-04-23T07:00:00,46.270
2023-04-23T08:00:00,46.220
2023-04-23T09:00:00,46.170
2023-04-23T10:00:00,46.130
2023-04-23T11:00:00,46.070
2023-04-23T12:00:00,46.070
2023-04-23T13:00:00,46.010
2023-04-23T14:00:00,45.990
2023-04-23T15:00:00,45.930
2023-04-23T16:00:00,45.890
2023-04-23T17:00:00,45.840
2023-04-23T18:00:00,45.810
2023-04-23T19:00:00,45.740
2023-04-23T20:00:00,45.710
2023-04-23T21:00:00,45.660
2023-04-23T22:00:00,45.610
2023-04-23T23:00:00,45.540
2023-04-24T00:00:00,45.510
